plant_id,day,height,leaf_area,temperature,light,light_intensity,humidity,co2,ndvi,greenness_index,canopy_volume,water_stress_index,treatment
P1,1,5.578180267153171,10.649934551872555,26,low,230.3154585441958,67.61514928204012,405.58082584400273,0.3999460426625931,0.6515903137992507,51.88402718765445,0.8133889078361615,control
P1,2,5.63308975349194,11.842791097294844,26,low,187.15861807471296,64.08222540475664,369.5224800476828,0.39781365832745536,0.647892378553536,74.32131223352252,0.8539563871773035,control
P1,3,6.073357398140659,13.450605099848401,26,low,184.5369301372264,52.87625906893272,402.4443833044536,0.4094620709606949,0.710623916575619,68.54381256194772,0.9901341078854758,control
P1,4,6.860038247338988,12.934099716281223,26,low,193.1164863850413,57.33175598078756,399.88944275359745,0.4449877432119022,0.6678475740024904,89.44066026319365,0.965636265800418,control
P1,5,7.000349612748216,17.351831264395564,26,low,226.45283116845832,60.984306179345616,404.3727663210772,0.4198252853976622,0.6625116619763399,110.35929398145171,0.8508182693346107,control
P1,6,7.6076997271475255,15.189945283752055,26,low,217.46368384139117,54.34723847659217,402.6885776525604,0.4699089637348176,0.7550609617176886,95.87109012459808,0.9423998720746201,control
P1,7,7.826006452056833,18.815068699488627,26,low,232.9894092735446,58.45393812074393,369.83693420905036,0.45296548661572356,0.7224686943011159,136.95036704174333,0.8854240768603635,control
P1,8,8.47387060418687,20.51565527282065,26,low,229.1889060126736,54.81085061742259,398.4839250994363,0.48538932136165625,0.7990791457121103,173.41556133824386,0.9105253648390144,control
P1,9,8.317239043998233,15.11902214659105,26,low,231.27474852018264,64.10951252187611,371.6249908281719,0.4844154306924815,0.7500871812518115,113.13806871905034,0.8603678903501919,control
P1,10,8.57183336055635,16.80215387245806,26,low,215.04344994574416,58.93919289144187,391.46262411920554,0.49460040026976754,0.7648685069183789,125.96853120105503,0.8995630686828326,control
P1,11,8.940652047109445,21.146502718127163,26,low,220.19376508321926,64.84322495266444,393.81422907110846,0.4736804372883378,0.7571847896893006,183.55101950876082,0.8470927974556736,control
P1,12,9.333639483059013,16.845973145518336,26,low,188.1345064525912,46.72411976218265,406.9103588777753,0.48089005253178135,0.7935972742877756,146.11481902861587,1.056550724757092,control
P1,13,10.043239245976473,20.634244008287833,26,low,149.7948613402933,60.872889064159196,399.6289839097672,0.4794141482308163,0.7715195919971984,168.84542082662094,0.9929546193108388,control
P1,14,10.860044189744139,19.93942260092486,26,low,182.758723771598,62.388770497167634,394.8194271052222,0.508770919388085,0.8359959546179235,194.2005593376189,0.9177845342702574,control
P1,15,11.40476182089099,22.425710989858157,26,low,241.52047156798034,63.75966516343387,383.96344313300614,0.5561993425353835,0.8839126272314868,259.41978424479214,0.7994332524510089,control
P1,16,11.59984949614683,21.210818946717833,26,low,200.27433037220413,68.53302476839231,417.4717883127076,0.5246862039862858,0.8674680868632781,213.99445339276974,0.818798946842315,control
P1,17,11.716698750459798,28.772825912812582,26,low,173.43462878513455,67.7496720250877,392.2347120204677,0.5271990744938321,0.8681846164698129,358.6962241821685,0.8939393258621087,control
P1,18,12.2714362510623,26.638286567255946,26,low,156.79875656948605,58.37754521085554,395.8826656580899,0.5692432701435187,0.9071249919598036,378.8145902286136,0.9852910311208111,control
P1,19,12.607601947105383,28.35981910730034,26,low,225.42204297729916,61.73224104748488,404.5257653899775,0.5556486991819372,0.8417224116423843,384.9941088534964,0.8322162862239628,control
P1,20,13.01791677229996,29.92201307146446,26,low,223.0993207979238,56.24410287668036,377.3914389375894,0.5857261258940772,0.9032720904906923,400.16536487583244,0.9208170413779231,control
P1,21,13.240954616708121,26.291791070376703,26,low,192.81216475418572,56.23131917821255,417.5734709638179,0.5890067317478952,0.9133674386120034,348.4956311692068,0.9489622265448112,control
P1,22,14.05038536280107,27.210961105604962,26,low,201.25940193410068,55.18492186966937,419.54360001626145,0.578262270914065,0.9177875892175823,453.6899158348839,0.9632422569249183,control
P1,23,14.139870858838588,33.876241378838515,26,low,184.61104047093136,52.42576387657068,381.4790676157704,0.5969996019840509,0.9269704919116906,516.5654325673453,0.9888859246463625,control
P1,24,14.423069232630946,32.170728885211034,26,low,226.1734147298136,65.28711754431188,401.0272171895927,0.6097853555345737,0.903921834086125,425.691242606983,0.8573654993807635,control
P1,25,14.772296543191413,35.556188367865026,26,low,226.1574196643718,62.56892975456105,400.47863628931674,0.6241930574304988,0.9433880874779612,556.7537739326768,0.8679734887795778,control
P1,26,15.14271585076264,36.69085712913575,26,low,204.95068394328015,54.23717314169993,369.98463213585654,0.5857357386586654,0.9530923912616907,565.076554205005,0.9396303832583219,control
P1,27,15.514179842317015,28.25675417012365,26,low,189.95548257815798,51.93642064405174,382.13759452741556,0.6414911996689978,0.9692819252716429,388.5489731703297,0.9861180215261218,control
P1,28,15.785900799977458,28.98571120643724,26,low,240.90306472855113,71.94517978696231,436.8682751664107,0.6322933355516467,0.9740313223471198,425.1619533584875,0.7773286334218712,control
P1,29,15.876332808743248,33.45587851379251,26,low,249.83905191824462,64.26216667398111,384.5636184448649,0.6108417143518575,0.9667545770669799,478.0926023157623,0.8402677780975814,control
P1,30,16.174617765196306,36.58922012994958,26,low,160.19504701592308,61.88648132730204,433.0270197295898,0.660366671258963,0.9633162908589995,652.8556984454139,0.9366294408455962,control
P2,1,5.578707936784747,11.394025751435551,18,low,185.04780131880662,62.99948316855503,442.26224313916407,0.40508624978434693,0.6830995081224577,51.24028027704807,0.909052448348773,fertilizer
P2,2,6.157948234168399,13.409327705650913,18,low,210.32204394206067,64.86316433449396,430.8894967741559,0.4416836155410686,0.7029736032350961,84.99722831735683,0.8758805264351402,fertilizer
P2,3,6.620829663260118,15.720813322561678,18,low,213.40670434322203,58.64518868916131,422.74034837266913,0.4095176228637743,0.7163643734056431,94.67394037740269,0.8873577346611219,fertilizer
P2,4,6.774530041073833,12.378923911163907,18,low,165.33452269731546,52.28137298654052,422.3378688040336,0.4668928132622537,0.6694873490972292,75.83399593059586,1.0744250516306375,fertilizer
P2,5,7.561909664384052,15.455300350862645,18,low,197.6380494899658,59.79957431313498,408.97297348104007,0.4069029721980228,0.7685442800899704,120.07481475819274,0.9469019962500995,fertilizer
P2,6,8.054820339180623,15.218639091284704,18,low,205.41477516498642,62.46070516968331,369.4509474833118,0.4825172372659626,0.76457895723519,134.34693665912906,0.8584952052657546,fertilizer
P2,7,8.307204424619135,18.060105250930505,18,low,197.7040381594536,53.28996347973322,350.8681370845321,0.4543510313586394,0.7402670960436628,123.23292693980082,0.9803123939152307,fertilizer
P2,8,8.65072821398549,19.66949753977959,18,low,233.7062534507455,53.28843586745003,332.7180894707338,0.5158786680419876,0.7492441803726453,199.48545639040495,0.913831922667001,fertilizer
P2,9,9.37279382760299,23.22631136278887,18,low,214.88192699677626,62.022914475587626,417.7796858855431,0.48856731969093914,0.7829908024727624,211.2596085966604,0.8594616658989797,fertilizer
P2,10,9.45189708310141,22.914497202928604,18,low,213.36520703844153,60.22175278749533,376.4774504402186,0.4598028085413137,0.7922533968391562,224.54617552050465,0.8820359366574244,fertilizer
P2,11,10.059005316040002,21.497773123616412,18,low,173.6159647925973,55.22804935713503,429.5650422964493,0.4853457067476884,0.7666108538476868,210.5763979443418,0.9890037857144487,fertilizer
P2,12,10.093978650255005,22.20706713139022,18,low,216.64078382670886,64.25972233782342,415.3667890861001,0.5165430402999871,0.7696927058512362,215.2113403066553,0.8656592254951009,fertilizer
P2,13,10.249729211944405,22.24046804838496,18,low,191.4096045150224,59.7737518813034,427.17633266665456,0.5059067410374,0.8191672636426682,211.79069755218146,0.9220874516678743,fertilizer
P2,14,10.623873917247757,24.294545115821638,18,low,243.1026401764866,56.490932787362,380.6577789079807,0.49844347880479856,0.8144177197559204,217.50333686722246,0.8567111358895739,fertilizer
P2,15,10.73570825116911,24.185337557639897,18,low,183.2473889170172,57.54418235625271,372.9509889018001,0.4987494606627515,0.7819359028208219,234.71543491094153,0.9498534240509968,fertilizer
P2,16,11.027456361328507,22.00897735714975,18,low,180.61101502097753,68.63873813717129,370.1479727116861,0.5124780280896318,0.8813642397780238,283.39720629224496,0.8367703050796398,fertilizer
P2,17,11.075306611134973,23.12389545814967,18,low,245.81303779677432,60.94792460080294,397.8403007129388,0.5091904153273452,0.8753447023763822,289.8243722531807,0.8186835361900597,fertilizer
